idx,rxn,rxn_class,r,p,rxn_class_th,class_id,split
11828,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]>>*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,2.4.1.69,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,2.4.1,17,train
11829,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O>>*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1NC(C)=O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],2.4.1.344,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1NC(C)=O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],2.4.1,17,train
11830,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1NC(C)=O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]>>*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,2.4.1.344,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1NC(C)=O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,2.4.1,17,train
11831,*C(=O)[C@@H](N)CC(N)=O.[H]O[H].[H+]>>*C(=O)[C@@H]([NH3+])CC(=O)[O-].[H][N+]([H])([H])[H],3.5.1.121,*C(=O)[C@@H](N)CC(N)=O.[H]O[H].[H+],*C(=O)[C@@H]([NH3+])CC(=O)[O-].[H][N+]([H])([H])[H],3.5.1,0,train
11832,*C(=O)[C@@H]([NH3+])CC(=O)[O-].[H][N+]([H])([H])[H]>>*C(=O)[C@@H](N)CC(N)=O.[H]O[H].[H+],3.5.1.121,*C(=O)[C@@H]([NH3+])CC(=O)[O-].[H][N+]([H])([H])[H],*C(=O)[C@@H](N)CC(N)=O.[H]O[H].[H+],3.5.1,0,train
11833,*C(=O)[C@@H]([NH3+])CCC(N)=O.[H]O[H]>>*C(=O)[C@@H]([NH3+])CCC(=O)[O-].[H][N+]([H])([H])[H],3.5.1.122,*C(=O)[C@@H]([NH3+])CCC(N)=O.[H]O[H],*C(=O)[C@@H]([NH3+])CCC(=O)[O-].[H][N+]([H])([H])[H],3.5.1,0,train
11834,*C(=O)[C@@H]([NH3+])CCC(=O)[O-].[H][N+]([H])([H])[H]>>*C(=O)[C@@H]([NH3+])CCC(N)=O.[H]O[H],3.5.1.122,*C(=O)[C@@H]([NH3+])CCC(=O)[O-].[H][N+]([H])([H])[H],*C(=O)[C@@H]([NH3+])CCC(N)=O.[H]O[H],3.5.1,0,train
11835,[NH3+][C@@H](CCC(=O)NC1=CC=CC=C1)C(=O)[O-].[H]O[H]>>NC1=CC=CC=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[H+],3.5.1.123,[NH3+][C@@H](CCC(=O)NC1=CC=CC=C1)C(=O)[O-].[H]O[H],NC1=CC=CC=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[H+],3.5.1,0,train
11836,NC1=CC=CC=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[H+]>>[NH3+][C@@H](CCC(=O)NC1=CC=CC=C1)C(=O)[O-].[H]O[H],3.5.1.123,NC1=CC=CC=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[H+],[NH3+][C@@H](CCC(=O)NC1=CC=CC=C1)C(=O)[O-].[H]O[H],3.5.1,0,train
11837,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],2.4.1.342,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],2.4.1,17,train
11838,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.4.1.342,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.4.1,17,train
11839,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+]>>[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],1.14.15.22,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],1.14.15,113,train
11840,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H]>>[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],1.14.15.22,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],1.14.15,113,train
11841,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+]>>[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)C[C@H](O)C1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],1.14.15.22,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)C[C@H](O)C1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],1.14.15,113,train
11842,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)C[C@H](O)C1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H]>>[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],1.14.15.22,[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)C[C@H](O)C1=C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],1.14.15,113,train
11843,[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)/C(O)=C\1C(=O)C1=C(O)C=CC=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1.[Cl-].O=O>>[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([O-])C=CC(Cl)=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)[N-]C(=O)C1=N2.[H]O[H].[H]O[H].[H+],1.14.19.49,[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)/C(O)=C\1C(=O)C1=C(O)C=CC=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1.[Cl-].O=O,[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([O-])C=CC(Cl)=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)[N-]C(=O)C1=N2.[H]O[H].[H]O[H].[H+],1.14.19,108,train
11844,[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([O-])C=CC(Cl)=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)[N-]C(=O)C1=N2.[H]O[H].[H]O[H].[H+]>>[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)/C(O)=C\1C(=O)C1=C(O)C=CC=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1.[Cl-].O=O,1.14.19.49,[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([O-])C=CC(Cl)=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)[N-]C(=O)C1=N2.[H]O[H].[H]O[H].[H+],[H][C@]12C[C@@]3([H])[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)/C(O)=C\1C(=O)C1=C(O)C=CC=C1[C@@]2(C)O.CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1.[Cl-].O=O,1.14.19,108,train
11845,CS(C)(=O)=O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O>>CS(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]C([H])=O.[H]O[H].[H+].[H+],1.14.14.35,CS(C)(=O)=O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,CS(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]C([H])=O.[H]O[H].[H+].[H+],1.14.14,26,train
11846,CS(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]C([H])=O.[H]O[H].[H+].[H+]>>CS(C)(=O)=O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,1.14.14.35,CS(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]C([H])=O.[H]O[H].[H+].[H+],CS(C)(=O)=O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,1.14.14,26,train
11847,CS(=O)[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O>>CS(=O)(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H+],1.14.14.35,CS(=O)[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,CS(=O)(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H+],1.14.14,26,train
11848,CS(=O)(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H+]>>CS(=O)[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,1.14.14.35,CS(=O)(=O)[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H+],CS(=O)[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,1.14.14,26,train
11849,[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H][S-].O=S([O-])[O-].[H+].[H+]>>[H]SS(=O)(=O)[O-].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],1.8.5.5,[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H][S-].O=S([O-])[O-].[H+].[H+],[H]SS(=O)(=O)[O-].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],1.8.5,78,train
11850,[H]SS(=O)(=O)[O-].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*]>>[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H][S-].O=S([O-])[O-].[H+].[H+],1.8.5.5,[H]SS(=O)(=O)[O-].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H][S-].O=S([O-])[O-].[H+].[H+],1.8.5,78,train
11851,O=C([O-])C[NH2+]CP(=O)([O-])O.O=C([O-])C[NH2+]CP(=O)([O-])O.O=O>>[NH3+]CP(=O)([O-])[O-].[NH3+]CP(=O)([O-])[O-].[H]C(=O)C(=O)[O-].[H]C(=O)C(=O)[O-].[H+].[H+],1.5.3.23,O=C([O-])C[NH2+]CP(=O)([O-])O.O=C([O-])C[NH2+]CP(=O)([O-])O.O=O,[NH3+]CP(=O)([O-])[O-].[NH3+]CP(=O)([O-])[O-].[H]C(=O)C(=O)[O-].[H]C(=O)C(=O)[O-].[H+].[H+],1.5.3,2,train
11852,[NH3+]CP(=O)([O-])[O-].[NH3+]CP(=O)([O-])[O-].[H]C(=O)C(=O)[O-].[H]C(=O)C(=O)[O-].[H+].[H+]>>O=C([O-])C[NH2+]CP(=O)([O-])O.O=C([O-])C[NH2+]CP(=O)([O-])O.O=O,1.5.3.23,[NH3+]CP(=O)([O-])[O-].[NH3+]CP(=O)([O-])[O-].[H]C(=O)C(=O)[O-].[H]C(=O)C(=O)[O-].[H+].[H+],O=C([O-])C[NH2+]CP(=O)([O-])O.O=C([O-])C[NH2+]CP(=O)([O-])O.O=O,1.5.3,2,train
11853,CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+],1.19.1.1,CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+],1.19.1,238,train
11854,CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+]>>CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.19.1.1,CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+],CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.19.1,238,train
11855,[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.O=S([O-])[O-].[H]O[H]>>[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].O=S(=O)([O-])[O-],1.8.5.6,[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.O=S([O-])[O-].[H]O[H],[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].O=S(=O)([O-])[O-],1.8.5,78,train
11856,[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].O=S(=O)([O-])[O-]>>[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.O=S([O-])[O-].[H]O[H],1.8.5.6,[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].O=S(=O)([O-])[O-],[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.O=S([O-])[O-].[H]O[H],1.8.5,78,train
