idx,rxn,rxn_class,r,p,rxn_class_th,class_id,split
10532,*CC1=C(C)C2=[N+]3/C1=C\C1=C(/*)C4=C5C(=C6[C@@H](CCC(=O)[O-])[C@H](C)C7=[N+]6[Mg-2]3(N51)N1/C(=C\7)C(C)=C(C=C)/C1=C/2)CC4=O.[H]O[H]>>*CC1=C(C)C2=[N+]3/C1=C\C1=C(/*)C4=C5C(=C6[C@@H](CCC(=O)[O-])[C@H](C)C7=[N+]6[Mg-2]3(N51)N1/C(=C\7)C(C)=C(C(C)O)/C1=C/2)CC4=O,4.2.1.169,*CC1=C(C)C2=[N+]3/C1=C\C1=C(/*)C4=C5C(=C6[C@@H](CCC(=O)[O-])[C@H](C)C7=[N+]6[Mg-2]3(N51)N1/C(=C\7)C(C)=C(C=C)/C1=C/2)CC4=O.[H]O[H],*CC1=C(C)C2=[N+]3/C1=C\C1=C(/*)C4=C5C(=C6[C@@H](CCC(=O)[O-])[C@H](C)C7=[N+]6[Mg-2]3(N51)N1/C(=C\7)C(C)=C(C(C)O)/C1=C/2)CC4=O,4.2.1,17,train
10533,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,5.4.99.16,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,5.4.99,72,train
10534,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]2NC(N)=[NH2+])[C@H](O)[C@@]1(O)CO.CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)C(=O)NC1=O.[H+]>>CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@@H](C)[C@](O)(CO)[C@H]3O)O2)C(=O)NC1=O.NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](NC(N)=[NH2+])[C@H]1O,2.4.2.27,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]2NC(N)=[NH2+])[C@H](O)[C@@]1(O)CO.CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)C(=O)NC1=O.[H+],CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@@H](C)[C@](O)(CO)[C@H]3O)O2)C(=O)NC1=O.NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](NC(N)=[NH2+])[C@H]1O,2.4.2,74,train
10535,[H][C@@]12CC[C@H](C)/C1=C/[C@@]1(C)CCC(C)(C)[C@]1([H])C/C=C(/C)C2.O=P([O-])([O-])OP(=O)([O-])O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],4.2.3.159,[H][C@@]12CC[C@H](C)/C1=C/[C@@]1(C)CCC(C)(C)[C@]1([H])C/C=C(/C)C2.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],4.2.3,1,train
10536,CCC(=O)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CCC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.2.15,CCC(=O)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,CCC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.2,69,train
10537,O=C([O-])CCCCCCCCCCCCCCCCC1=CC=C(O)C=C1.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCC1=CC=C(O)C=C1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O,6.2.1.51,O=C([O-])CCCCCCCCCCCCCCCCC1=CC=C(O)C=C1.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCC1=CC=C(O)C=C1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O,6.2.1,36,train
10538,OC1=CC=CC=C1C1=CC=CC=C1.O=S([O-])[O-].[H+]>>O=S([O-])C1=CC=CC=C1C1=CC=CC=C1O.[H]O[H],3.13.1.3,OC1=CC=CC=C1C1=CC=CC=C1.O=S([O-])[O-].[H+],O=S([O-])C1=CC=CC=C1C1=CC=CC=C1O.[H]O[H],3.13.1,139,train
10539,C[N+](C)(C)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[N+](C)(C)C.[H]O[H],3.1.2.33,C[N+](C)(C)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[N+](C)(C)C.[H]O[H],3.1.2,46,train
10540,*O[C@H]1[C@@H](O)[C@H](N2CCC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>*O[C@H]1[C@@H](O)[C@H](N2C=CC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.3.1.90,*O[C@H]1[C@@H](O)[C@H](N2CCC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,*O[C@H]1[C@@H](O)[C@H](N2C=CC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.3.1,38,train
10541,S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=C=O.[H+].[H+]>>[C-]#[O+].S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],1.2.7.4,S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=C=O.[H+].[H+],[C-]#[O+].S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],1.2.7,201,train
10542,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1.47,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1,14,train
10543,*N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1NC(C)=O)C(*)=O.[H]O[H]>>CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O.*N[C@@H](CO)C(*)=O,3.2.1.217,*N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1NC(C)=O)C(*)=O.[H]O[H],CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O.*N[C@@H](CO)C(*)=O,3.2.1,88,train
10544,[NH3+][C@@H](CC1(C(=O)[O-])C=CC(O)C=C1)C(=O)[O-].O=C([O-])CC(=O)C(=O)[O-]>>[H][C@]1(O)C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1.[NH3+][C@@H](CC(=O)[O-])C(=O)[O-],2.6.1.78,[NH3+][C@@H](CC1(C(=O)[O-])C=CC(O)C=C1)C(=O)[O-].O=C([O-])CC(=O)C(=O)[O-],[H][C@]1(O)C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1.[NH3+][C@@H](CC(=O)[O-])C(=O)[O-],2.6.1,41,train
10545,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1[NH3+])C(=O)[O-]>>[NH3+][C@H]1C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1,5.4.99.67,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1[NH3+])C(=O)[O-],[NH3+][C@H]1C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1,5.4.99,72,train
10546,O=C([O-])C1=CC=CC(O)=C1O.O=C([O-])C1=CC=CC(O)=C1O.O=C([O-])C1=CC=CC(O)=C1O.[NH3+][C@@H](CO)C(=O)[O-].[NH3+][C@@H](CO)C(=O)[O-].[NH3+][C@@H](CO)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>O=C(N[C@H]1COC(=O)[C@@H](NC(=O)C2=CC=CC(O)=C2O)COC(=O)[C@@H](NC(=O)C2=C(O)C(O)=CC=C2)COC1=O)C1=CC=CC(O)=C1[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.[H+].[H+].[H+].[H+],6.3.2.14,O=C([O-])C1=CC=CC(O)=C1O.O=C([O-])C1=CC=CC(O)=C1O.O=C([O-])C1=CC=CC(O)=C1O.[NH3+][C@@H](CO)C(=O)[O-].[NH3+][C@@H](CO)C(=O)[O-].[NH3+][C@@H](CO)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)C2=CC=CC(O)=C2O)COC(=O)[C@@H](NC(=O)C2=C(O)C(O)=CC=C2)COC1=O)C1=CC=CC(O)=C1[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.[H+].[H+].[H+].[H+],6.3.2,2,train
10547,[H][C@@]12CC[C@@H]3C[C@@]1(CC[C@]1([H])C(C)(C)CCC[C@@]21C)CC3=C.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.O=O.O=O>>[H][C@]12CC[C@]34CC(=C)[C@H](CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)C(=O)[O-])C4.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H+].[H+].[H+].[H+],1.14.14.86,[H][C@@]12CC[C@@H]3C[C@@]1(CC[C@]1([H])C(C)(C)CCC[C@@]21C)CC3=C.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.O=O.O=O,[H][C@]12CC[C@]34CC(=C)[C@H](CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)C(=O)[O-])C4.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H+].[H+].[H+].[H+],1.14.14,20,train
10548,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCC)C(*)=O.O=C=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])C(*)=O.[H+],2.3.1.207,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCC)C(*)=O.O=C=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])C(*)=O.[H+],2.3.1,24,train
10549,OC1=CC=C(Cl)C=C1O.O=N[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>O=[N+]([O-])C1=CC=CC(Cl)=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,1.14.12.23,OC1=CC=C(Cl)C=C1O.O=N[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,O=[N+]([O-])C1=CC=CC(Cl)=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,1.14.12,94,train
10550,C[N+]1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2.O=P([O-])([O-])O>>C[N+]1=CN([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2.[H]O[H],3.1.3.91,C[N+]1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2.O=P([O-])([O-])O,C[N+]1=CN([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2.[H]O[H],3.1.3,68,train
10551,O=C([O-])[C@@H](COP(=O)([O-])[O-])OP(=O)([O-])[O-].[H]O[H]>>O=C([O-])[C@@H](CO)OP(=O)([O-])[O-].O=P([O-])([O-])O,3.1.3.80,O=C([O-])[C@@H](COP(=O)([O-])[O-])OP(=O)([O-])[O-].[H]O[H],O=C([O-])[C@@H](CO)OP(=O)([O-])[O-].O=P([O-])([O-])O,3.1.3,68,train
10552,CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)[O-].CC[C@H](C)[C@H]([NH3+])C(=O)[O-]>>CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)[O-])[C@@H](C)CC.[H]O[H],3.5.1.127,CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)[O-].CC[C@H](C)[C@H]([NH3+])C(=O)[O-],CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)[O-])[C@@H](C)CC.[H]O[H],3.5.1,60,train
10553,[H][C@@]12C[C@H](O)CC[C@]1(C)C1C[C@H](O)[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CC[C@@H](O)C(CO)COS(=O)(=O)[O-])[C@]1([H])[C@H](O)C2.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+]>>[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CC[C@@H](O)C(CO)CO)[C@]1([H])[C@H](O)C2.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O,2.8.2.32,[H][C@@]12C[C@H](O)CC[C@]1(C)C1C[C@H](O)[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CC[C@@H](O)C(CO)COS(=O)(=O)[O-])[C@]1([H])[C@H](O)C2.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+],[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CC[C@@H](O)C(CO)CO)[C@]1([H])[C@H](O)C2.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O,2.8.2,28,train
10554,O=C([O-])[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O.[H]O[H]>>OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O.O=C([O-])[C@H](O)CO,3.2.1.170,O=C([O-])[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O.[H]O[H],OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O.O=C([O-])[C@H](O)CO,3.2.1,88,train
10555,CCC(=O)[O-].CC(=O)C(=O)[O-]>>C[C@H](C(=O)[O-])[C@@](C)(O)C(=O)[O-],4.1.3.32,CCC(=O)[O-].CC(=O)C(=O)[O-],C[C@H](C(=O)[O-])[C@@](C)(O)C(=O)[O-],4.1.3,66,train
10556,*COS(=O)(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-].O=O>>*C([H])=O.O=S(=O)([O-])[O-].O=C([O-])CCC(=O)[O-].O=C=O.[H+],1.14.11.77,*COS(=O)(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-].O=O,*C([H])=O.O=S(=O)([O-])[O-].O=C([O-])CCC(=O)[O-].O=C=O.[H+],1.14.11,40,train
10557,*C1CCC2C3CCC4C[C@@H](O)CCC4(C)C3CCC12C.[1*]C(=O)OCC(COC([3*])=O)OC([2*])=O>>*C(=O)O[C@H]1CCC2(C)C(CCC3C4CCC(*)C4(C)CCC32)C1.*OCC(CO*)O*,2.3.1.77,*C1CCC2C3CCC4C[C@@H](O)CCC4(C)C3CCC12C.[1*]C(=O)OCC(COC([3*])=O)OC([2*])=O,*C(=O)O[C@H]1CCC2(C)C(CCC3C4CCC(*)C4(C)CCC32)C1.*OCC(CO*)O*,2.3.1,24,train
