reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R07413(r)/3.2.1A1(rev)/3.2.1.67;	1478/3.2.1A1;	0.310295	0.121212	0.176471	0.308511	0.409449	0.406977	0.378723	0.315789	0.236842
R07413(r)/3.2.1A2(rev)/3.2.1.67;	1478/3.2.1A1;	0.310295	0.121212	0.176471	0.308511	0.409449	0.406977	0.378723	0.315789	0.236842
R03921(r)/3.2.1A1(rev)/3.2.1.26;	1478/3.2.1A1;	0.302187	0.181818	0.275362	0.40404	0.466667	0.459459	0.356322	0.258675	0.164456
R03921(r)/3.2.1A2(rev)/3.2.1.26;	1478/3.2.1A1;	0.302187	0.181818	0.275362	0.40404	0.466667	0.459459	0.356322	0.258675	0.164456
R03642(r)/3.2.1A2/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.329167	0.291946	0.247253
R03642/3.2.1A2(rev)/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.340336	0.291946	0.240437
R03642/3.2.1A1(rev)/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.340336	0.291946	0.240437
R03642/3.2.1A2(rev)/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.340336	0.291946	0.240437
R03642/3.2.1A1(rev)/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.340336	0.291946	0.240437
R03642(r)/3.2.1A2/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.329167	0.291946	0.247253
R03642(r)/3.2.1A1/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.329167	0.291946	0.247253
R03642(r)/3.2.1A1/3.2.1.119;	1478/3.2.1A1;	0.302018	0.181818	0.264706	0.350515	0.381679	0.369942	0.329167	0.291946	0.247253
R04512/3.2.1A1/3.2.1.56;	1478/3.2.1A1;	0.296199	0.181818	0.264706	0.421053	0.484615	0.436464	0.346154	0.256881	0.165414
R04512/3.2.1A2/3.2.1.56;	1478/3.2.1A1;	0.296199	0.181818	0.264706	0.421053	0.484615	0.436464	0.346154	0.256881	0.165414
R01194/3.2.1A2/3.2.1.22;	1478/3.2.1A1;	0.294366	0.181818	0.264706	0.4	0.484127	0.455621	0.340164	0.234323	0.166189
R01194/3.2.1A1/3.2.1.22;	1478/3.2.1A1;	0.294366	0.181818	0.264706	0.4	0.484127	0.455621	0.340164	0.234323	0.166189
R02410(r)/3.2.1A1(rev)/3.2.1.26;	1478/3.2.1A1;	0.294319	0.181818	0.275362	0.40404	0.458647	0.435028	0.312253	0.246711	0.186111
R01103(r)/3.2.1A2(rev)/3.2.1.22;	1478/3.2.1A1;	0.294118	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.28	0.21194
R01103(r)/3.2.1A1(rev)/3.2.1.22;	1478/3.2.1A1;	0.294118	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.28	0.21194
R10580(r)/3.2.1A2(rev)/3.2.1.188;	1478/3.2.1A1;	0.293255	0.181818	0.235294	0.351064	0.387097	0.39375	0.36036	0.275	0.202857
R10580(r)/3.2.1A1(rev)/3.2.1.188;	1478/3.2.1A1;	0.293255	0.181818	0.235294	0.351064	0.387097	0.39375	0.36036	0.275	0.202857
R02985/3.2.1A1(rev)/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.291573	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.282051	0.2
R02985/3.2.1A2(rev)/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.291573	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.282051	0.2
R02985/3.2.1A1(rev)/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.291573	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.282051	0.2
R02985/3.2.1A2(rev)/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.291573	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.282051	0.2
R04470(r)/3.2.1A1(rev)/3.2.1.22;	1478/3.2.1A1;	0.29095	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.274725	0.202417
