reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R09256/2.3.1F1/;	5-asa (mesalazine)/2.3.1D3;	0.259939	1	0.75	0.407407	0.30303	0.229167	0.164179	0.169492	0.123077
R03621/2.3.1D3/2.3.1.2;	5-asa (mesalazine)/2.3.1D3;	0.259928	1	0.75	0.444444	0.257143	0.137255	0.125	0.136364	0.194444
R01617(r)/2.3.1D3(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.259155	1	1	0.652174	0.40625	0.211538	0.135135	0.121622	0.108108
R01617(r)/2.3.1D3(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.259155	1	1	0.652174	0.40625	0.211538	0.135135	0.121622	0.108108
R02191(r)/2.3.1F1(rev)/2.3.1.36;	5-asa (mesalazine)/2.3.1D3(rev);	0.258427	1	0.6	0.354839	0.25	0.142857	0.12963	0.15	0.194444
R02152(r)/2.3.1D3(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.257951	1	0.857143	0.545455	0.321429	0.177778	0.112903	0.111111	0.152174
R10474(r)/2.3.1F1(rev)/2.3.1.224;	5-asa (mesalazine)/2.3.1D3(rev);	0.256667	0.714286	0.647059	0.333333	0.344828	0.222222	0.180328	0.148148	0.150943
R10474(r)/2.3.1F1(rev)/2.3.1.224;	5-asa (mesalazine)/2.3.1D3(rev);	0.256667	0.714286	0.647059	0.333333	0.344828	0.222222	0.180328	0.148148	0.150943
R05841(r)/2.3.1D3(rev)/2.3.1.13,2.3.1.192;	5-asa (mesalazine)/2.3.1D3(rev);	0.25656	1	0.75	0.5	0.305556	0.207547	0.152778	0.140625	0.129032
R05841(r)/2.3.1D3(rev)/2.3.1.13,2.3.1.192;	5-asa (mesalazine)/2.3.1D3(rev);	0.25656	1	0.75	0.5	0.305556	0.207547	0.152778	0.140625	0.129032
R05841/2.3.1D3/2.3.1.13,2.3.1.192;	5-asa (mesalazine)/2.3.1D3;	0.25656	1	0.75	0.5	0.305556	0.207547	0.152778	0.140625	0.129032
R09255(r)/2.3.1D3(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.256131	1	1	0.652174	0.40625	0.211538	0.146667	0.12987	0.097561
R11479(r)/2.3.1F1(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.255556	1	0.75	0.37931	0.258065	0.133333	0.127273	0.130435	0.194444
R03621(r)/2.3.1D3(rev)/2.3.1.2;	5-asa (mesalazine)/2.3.1D3(rev);	0.255396	1	0.75	0.444444	0.222222	0.137255	0.125	0.136364	0.194444
R10254(r)/2.3.1F1(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.254072	0.714286	0.647059	0.333333	0.344828	0.222222	0.180328	0.157895	0.140351
R10254(r)/2.3.1F1(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.254072	0.714286	0.647059	0.333333	0.344828	0.222222	0.180328	0.157895	0.140351
R01944/2.3.1D4/2.3.1.138;	5-asa (mesalazine)/2.3.1D3;	0.253918	0.666667	0.6	0.478261	0.344828	0.23913	0.164179	0.20339	0.132353
