reaction_id	rxn	substrates_products	ec
MNXR147703	[*]N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C([*])=O.[H]O[H]>>[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O.O=P([O-])([O-])O	MNXM728694.WATER>>MNXM7713.MNXM9	3.1.3.48
MNXR133938	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>O=C([O-])[C@H](O)COP(=O)([O-])[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(O)(O)=S)[C@@H](O)[C@H]1O	MNXM167855.MNXM40333>>MNXM727604.MNXM735488	2.7.2.3
MNXR121441	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](O)[C@@H](OC[C@H]4OC(O)[C@H](O)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@@H]2OC[C@H]3O[C@H](O[C@@H]4[C@@H](O)[C@@H](OC[C@H]5O[C@H](O[C@H]([C@H]2O)[C@@H]1O)[C@H](O)[C@@H](O)[C@@H]5O)O[C@H](CO)[C@H]4O)[C@H](O)[C@@H](O)[C@@H]3O.[H]O[H]	MNXM164517>>MNXM164692.WATER	3.2.1.204
MNXR149372	C[C@H]1[C@@H](O)C[C@@H]2C(C(=O)[O-])=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21.Cc1cc2c(cc1C)N([*])c1[nH]c(=O)[nH]c(=O)c1N2.O=O>>C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC=O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n([*])c2cc1C.[H]O[H]	MNXM2252.MNXM728238.MNXM735438>>MNXM5297.MNXM729100.WATER	1.14.19.62
MNXR129904	[*]OC1OC(CO)C(OC2OC(CO)C(O[*])C(O)C2O)C(O)C1O.CO>>CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O	MNXM727740.MNXM729800>>MNXM730507.MNXM740657	2.4.1.19
MNXR178118	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+]>>C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1103802.MNXM1>>MNXM162788.MNXM8	1.1.1.35
MNXR130343	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O	MNXM168009.MNXM40333>>MNXM3.MNXM738413	2.7.1
MNXR121855	O=C=O.O=C([O-])CCC(=O)[O-].C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)OC1)[C@H]2[C@@H]3C(=O)[O-].[H]O[H]>>[H+].O=C([O-])CCC(=O)C(=O)[O-].C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]1(CO)CCC[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-].O=O	MNXM13.MNXM25.MNXM731852.WATER>>MNXM1.MNXM20.MNXM734158.MNXM735438	1.14.11.-|1.14.20
MNXR109454	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=CCCCCC(=O)[O-]>>O=C([O-])CCCCCO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1.MNXM831>>MNXM1994.MNXM8	1.1.1.258
MNXR132208	O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1>>OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	MNXM1103576.MNXM731662>>MNXM1104180.MNXM46341	2.4.1.13
MNXR165592	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.CSCC[C@H]([NH3+])C(=O)[O-]>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	MNXM1088937.MNXM1090176.MNXM1102167.MNXM1103313.MNXM738804>>MNXM1088960.MNXM1090175.MNXM1102072	2.1.1.350
MNXR150941	O=P([O-])([O-])OP(=O)([O-])O.CC(C)=C1C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC1>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	MNXM11.MNXM728814>>MNXM728266	4.2.3.148
MNXR187999	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O.C#[O+].[Fe+2].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n([*])c2cc1C.[H]O[H]>>Cc1cc2c(cc1C)N([*])c1[nH]c(=O)[nH]c(=O)c1N2.O=O.C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C	MNXM416.MNXM726638.MNXM726711.MNXM729101.WATER>>MNXM728242.MNXM735438.MNXM78362	1.14.14.18
MNXR113664	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(C)=CCC/C(C)=C/C=O.[H+]>>CC(C)=CCC/C(C)=C/CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1558.MNXM1>>MNXM740315.MNXM8	1.1.1.1|1.1.1.347
MNXR146121	O=P([O-])([O-])OP(=O)([O-])O.[H+].N=c1c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>N=c1c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]	MNXM11.MNXM1.MNXM729422>>MNXM728134.WATER	3.6.1.31
MNXR115897	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O>>CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	MNXM1103285.MNXM18629>>MNXM1103929.MNXM1106003	2.4.1.69
MNXR183317	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C(=O)C(=O)[O-]>>[*][C@@H](O)C(=O)[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM730326>>MNXM729444.MNXM8	1.1.1.345
MNXR181646	C[C@H](O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>CC(=O)C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM1255.MNXM5>>MNXM310.MNXM738702	1.1.1.71
MNXR164691	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.CC1=C2NC(=O)/C(C)=C/C=C\[C@@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(\C)C(=O)c3c(O)c(C)cc(c3C1=O)C2=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].COc1c(C)cc2c3c1C(=O)/C(C)=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@H](C)/C=C\C=C(/C)C(=O)NC(=C(C)C3=O)C2=O	MNXM1102072.MNXM819251>>MNXM1102167.MNXM1.MNXM819252	2.1.1
MNXR167910	CCCCCCCCCCCCCCCC(=O)[O-].[H+].CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C>>CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C.[H]O[H]	MNXM108.MNXM1.MNXM728665>>MNXM1107143.WATER	3.1.1.32
MNXR194620	[*].C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C>>[*].CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C.[H]O[H]	MNXM1105763.MNXM745142>>MNXM35.MNXM730454.WATER	1.17.99.10
MNXR133734	C[C@H]([NH3+])C(=O)[O-]>>C[C@H](N)C(=O)N[C@@H](C)C(=O)O.[H]O[H]	MNXM1105732>>MNXM163415.WATER	3.4.13
MNXR143947	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.COc1cc(C[C@H](CO)[C@@H](CO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)Cc2ccc(O)c(OC)c2)ccc1O.[H+]>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.COc1cc(C[C@H](CO)[C@@H](CO)Cc2ccc(O)c(OC)c2)ccc1O	MNXM1102128.MNXM115223.MNXM1>>MNXM1104702.MNXM9356	2.4.1
MNXR166709	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM1088840.MNXM738702>>MNXM1088898.MNXM5	1.5.1.40|1.6.99.n1
MNXR107876	CC1(C)O[C@]2(C)CC[C@H]1CC2=O.[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>CC12CCC(CC(=O)O1)C(C)(C)O2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]	MNXM1995.MNXM1.MNXM735438.MNXM738702>>MNXM2762.MNXM5.WATER	1.14.13.51
MNXR143691	O=C([O-])[C@@H]1CCC=N1.NC(N)=[NH2+].[H]O[H]>>N=C(N)NC(O)CC[C@H](N)C(=O)O	MNXM1105060.MNXM2828.WATER>>MNXM727824	1.14.20.7
MNXR147468	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[NH3+]/C(=C\C=C\C(=O)[O-])C(=O)[O-].[H]O[H]>>O=C([O-])CCCC(=O)C(=O)[O-].[NH4+].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1.MNXM726803.WATER>>MNXM263.MNXM729302.MNXM8	1.5.1.-
MNXR95815	CC(=O)[O-].[NH4+]>>CC(N)=O.[H]O[H]	MNXM26.MNXM729302>>MNXM4428.WATER	3.5.1.4
MNXR130905	CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)([O-])[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM116015.MNXM5>>MNXM162885.MNXM738702	1.1.1.101
MNXR119117	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC	MNXM1102072.MNXM6235>>MNXM1102167.MNXM1.MNXM59637	2.1.1
MNXR121031	O=P([O-])([O-])OP(=O)([O-])O.CC(C)(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CC(C)(O)C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM11.MNXM162736.MNXM728294>>MNXM35170.MNXM3.MNXM727276	6.2.1.M4
MNXR145250	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>[H+].C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM1103903.MNXM5>>MNXM1.MNXM730402.MNXM738702	1.1.1.184|1.1.1.2|1.1.1.213|1.1.1.51|1.1.1.64
MNXR173551	O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[NH3+]CCCC[C@H]([NH3+])C(=O)[O-]>>[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])C(=O)[O-].[H]O[H]	MNXM1105855.MNXM1106164>>MNXM1924.WATER	3.5.-.-
MNXR148707	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)C([*])[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.COC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[*])[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)C([*])[C@H](O)[C@H]1O	MNXM1102072.MNXM741495>>MNXM1102167.MNXM740074	2.1.1.18
MNXR144039	C=C/C=C(\O)C(=O)[O-].CC(C)C(=O)[O-].[H+]>>CC(C)C(=O)/C=C/C=C(\O)C(=O)O.[H]O[H]	MNXM1107796.MNXM1137660.MNXM1>>MNXM734554.WATER	3.7.1
MNXR107532	[NH3+]CCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)[O-]>>CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[H]O[H]	MNXM144.MNXM593>>MNXM734864.WATER	3.5.1.22
MNXR102421	Cc1ncc(C[n+]2c(C(C)O)sc(CCOP(=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1>>Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1.CC=O	MNXM1705>>MNXM256.MNXM75	4.1.1.1
MNXR129851	[NH3+]CC(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>NC(Cc1ccc(O)cc1)C(O)=NCC(=O)O.[H]O[H]	MNXM29.MNXM76>>MNXM728479.WATER	3.4.13
MNXR114877	[*]C(=O)OC[C@H](COP(=O)([O-])[O-])OC([*])=O.CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCS>>[*]C(=O)OC[C@@H](O)COP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC([*])=O	MNXM1107831.MNXM740695>>MNXM728506.MNXM729093	2.3.1.51
MNXR134886	NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM10422.MNXM5>>MNXM10423.MNXM738702	1.1.1.0
MNXR145039	O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>OCC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O.O=P([O-])([O-])O	MNXM1106068>>MNXM8348.MNXM9	2.4.1.1
MNXR111991	COc1cc2c(c(OC)c1OC)C(C)NCC2.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.COc1cc2c(c(O)c1OC)C(C)NCC2	MNXM10713.MNXM1102167.MNXM1>>MNXM1102072.MNXM7069	2.1.1.-
MNXR190043	O=N[O-].[*].[H]O[H]>>O=[N+]([O-])[O-]	MNXM107.MNXM35.WATER>>MNXM1102421.MNXM732398	1.7.99.4
MNXR148382	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.C=C[C@@H]1[C@H](C[C@@H]2[NH2+]CCc3c2[nH]c2ccccc32)C(C(=O)OC)=CO[C@H]1O>>C=C[C@H]1[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1[NH2+]CCc2c1[nH]c1ccccc21.[H]O[H]	MNXM1137670.MNXM3362>>MNXM728174.WATER	3.2.1.105
MNXR164658	O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc([N+](=O)[O-])cc1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.O=C([O-])c1ccc([N+](=O)[O-])cc1	MNXM11.MNXM728294.MNXM746895>>MNXM3.MNXM727276.MNXM8152	6.2.1.M32
MNXR172851	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1100192>>MNXM1100191.MNXM8	1.1.1.50
MNXR108995	N[C@@H](Cc1ccc(C(=O)O)oc1=O)C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>[NH3+][C@@H](C/C(C=O)=C/C=C(/O)C(=O)[O-])C(=O)[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM1108404.MNXM738702>>MNXM2493.MNXM5	1.13.11.30
