reaction_id	rxn	substrates_products	ec
MNXR143969	O=N[O-].CC1=C(C/C=C(\C)C[*])C(=O)c2ccccc2C1=O.[H]O[H]>>O=[N+]([O-])[O-].C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)C[*]	MNXM107.MNXM732747.WATER>>MNXM732398.MNXM736185	1.7.5.1
MNXR162393	[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])C(=O)COP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	MNXM1094062.MNXM20>>MNXM541.MNXM741173	2.6.1.52
MNXR195188	[H]O[H]>>O=O	MNXM1137486.WATER>>MNXM1137487.MNXM735438	1.10.3.2
MNXR114321	NC(=[NH2+])NCCCC(=O)C(=O)[O-].[NH4+]>>NC(=[NH2+])NCCCC(=[NH2+])C(=O)[O-].[H]O[H]	MNXM1037.MNXM729302>>MNXM145856.WATER	1.4.99.6
MNXR107057	[H+].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	MNXM1.MNXM257.MNXM728294>>MNXM40333.MNXM420	2.7.1.118
MNXR133094	[H]O[H]>>O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-].O[C@H]1[C@H](O)CO[C@@H](O)[C@@H]1O	MNXM164197.WATER>>MNXM36070.MNXM5071	3.2.1.37
MNXR149619	CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H]([NH3+])CO.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC([*])=O>>CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC([*])=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104918.MNXM145631>>MNXM1107876.MNXM727276	2.3.1.297
MNXR94943	CCCCCCC=CCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>CCCCCCC=CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM5389.MNXM5>>MNXM6837.MNXM738702	1.1.1.100
MNXR149646	O=c1c(-c2ccc(O)cc2)coc2cc([O-])ccc12.[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>O=c1c(-c2ccc(O)cc2O)coc2cc([O-])ccc12.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]	MNXM1227.MNXM1.MNXM735438.MNXM738702>>MNXM3151.MNXM5.WATER	1.14.13.89
MNXR144677	[*]C(=O)OCC(COP(=O)([O-])[O-])OC([*])=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O	MNXM1107828.MNXM40333>>MNXM3.MNXM738571	2.7.1.107
MNXR144498	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[nH]1>>Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM617>>MNXM1103936.MNXM8	1.5.1.3
MNXR120363	[NH3+][C@@H](Cc1cn(O)c2ccccc12)C(=O)[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]	MNXM147890.MNXM5.WATER>>MNXM1.MNXM735438.MNXM738702.MNXM741553	1.14.13
MNXR120732	CC(=O)N[C@@H](CC[PH](=O)[O-])C(=O)N[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O.CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCS>>C[C@H]([NH3+])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O.CC(=O)N[C@@H](CC[PH](=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O	MNXM163856.MNXM164490>>MNXM164862.MNXM164944	2.3.1
MNXR168289	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O	MNXM1090095.MNXM1102072>>MNXM1090096.MNXM1102167	2.1.1.313
MNXR181939	CCCCCC/C=C/C=C\CCCCCCCCCC(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)c1ccc2c(c1)CCC1[C@]2(C)CCC[C@@]1(C)C=O.[H]O[H]	MNXM30428.MNXM738702>>MNXM5.MNXM734770.WATER	1.2.1.5
MNXR145097	O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*][C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H]([*])[C@@H]3O)O[C@@H]([*])[C@@H]2O)[C@@H](OC(=O)CN)[C@H]1O>>[NH3+]CC(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	MNXM11.MNXM728294.MNXM741181>>MNXM29.MNXM3.MNXM90340	6.1.1.14
MNXR147387	O=C=O.O=CCCC(=O)[O-].CC(=O)[O-].[NH4+]>>CC(=O)N/C=C(/CC(=O)[O-])C(=O)[O-].[H+].[H]O[H]	MNXM13.MNXM172.MNXM26.MNXM729302>>MNXM1520.MNXM1.WATER	3.5.1.29
MNXR131269	C/C=C\C=C(\O)C(=O)O.O=C[O-]>>[H]O[H]	MNXM1103979.MNXM39>>MNXM165931.WATER	3.1.1|3.7.1.8
MNXR117751	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]	MNXM10078.MNXM8.WATER>>MNXM10081.MNXM10.MNXM1	1.2.1|1.2.1.-
MNXR148105	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].C[C@H]([NH3+])CC(=O)CC(=O)[O-].[NH4+]>>C[C@H]([NH3+])C[C@H]([NH3+])CC(=O)[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]	MNXM10.MNXM1.MNXM2894.MNXM729302>>MNXM731622.MNXM8.WATER	1.4.1.11
MNXR185679	[*].[*]NCC(=O)NCC(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>[*]N[C@@H](CS)C([*])=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*][NH2+]CC(=O)NCC(=O)[S-]	MNXM163766.MNXM36.MNXM8251>>MNXM6308.MNXM728294.MNXM730271.MNXM8975	2.8.1.M3
MNXR173767	[H+].O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NO.O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>O=C([O-])[C@H](Cc1c[nH]c2ccccc12)N(O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]	MNXM1.MNXM2703.MNXM735438.MNXM738702>>MNXM2696.MNXM5.WATER	1.14.13.125
MNXR114141	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([*])=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H]([*])O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM148558.MNXM738702>>MNXM163603.MNXM5	1.1.1.330
MNXR188942	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.NCCc1ccc(OS(=O)(=O)O)cc1.[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[NH3+]CCc1ccc(O)cc1	MNXM1103458.MNXM13201.MNXM1>>MNXM1104555.MNXM603	2.8.2.1|2.8.2.3
MNXR94962	O=C=O.[*][SH2+]>>[*]SC(=O)CC(=O)O.CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*]	MNXM13.MNXM6840.MNXM740692>>MNXM731937.MNXM89949	2.3.1.179
MNXR176961	C/C(=C\Cc1cc(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C.O=P([O-])([O-])OP(=O)([O-])O.O=C=O>>[H+].O=C([O-])c1cc(O)c2ccccc2c1O.C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C	MNXM11334.MNXM11.MNXM13>>MNXM1.MNXM552.MNXM741281	2.5.1.-
MNXR151485	[NH3+]CC(=O)[O-].CC(N=C(O)CN)C(=O)O>>CC(N=C(O)CN=C(O)CN)C(=O)O.[H]O[H]	MNXM29.MNXM729750>>MNXM729752.WATER	3.4.11
MNXR150547	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)(C)O)C[C@@H](O)C[C@@H]1O.[*][*][Fe+3]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1.[H]O[H]>>C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O.O=O.[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1	MNXM1104507.MNXM1195.WATER>>MNXM726200.MNXM735438.MNXM804	1.14.15.16
MNXR169266	[NH3+]CCCC[C@H]([NH3+])C(=O)[O-]>>[H]O[H]	MNXM1091287.MNXM1106164>>MNXM1091300.WATER	3.5.1.130
MNXR165655	COc1cc(/C=C/C(=O)OC[C@H]2OC(=O)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])cc(OC)c1O	MNXM4418.MNXM727276>>MNXM728418.MNXM953	2.3.1.132
MNXR148275	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C(CC(=O)c1ccc(O)cc1O)c1ccc([O-])cc1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].COc1cc(O)ccc1C(=O)CC(=O)c1ccc([O-])cc1	MNXM1102072.MNXM732885>>MNXM1102167.MNXM1.MNXM735129	2.1.1.65
MNXR165272	CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CCC(C)C(=O)O[C@H]1[C@H](OC(=O)CCCCC(C)C)[C@@H](OC(=O)C(C)CC)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H]1CO>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCC(C)C(=O)O[C@H]1[C@H](OC(=O)CCCCC(C)C)[C@@H](OC(=O)C(C)CC)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H]1COC(=O)C(C)C	MNXM1104531.MNXM818619>>MNXM727276.MNXM818622	2.3.1
MNXR181720	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=C(C)[C@@H](CCC(C)=O)CC(=O)[O-]>>C/C(C=O)=C\CC/C(C)=C/C=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]	MNXM10.MNXM4178>>MNXM1790.MNXM8.WATER	1.2.1.5
MNXR132110	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM169266.MNXM738702>>MNXM169278.MNXM5	1.3.1.34
MNXR191780	[*]N[C@@H](CS)C(=O)[O-].NC(=O)OP(=O)([O-])[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>[*]N[C@@H](CSC(N)=O)C(=O)[O-].O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O	MNXM1134020.MNXM138.MNXM3.WATER>>MNXM1134021.MNXM11.MNXM728294.MNXM9	6.2.1
MNXR177744	[*].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[Fe+2]>>[*][Fe+3].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM165157.MNXM5.MNXM726711>>MNXM512016.MNXM738702	1.16.1.9
MNXR175830	C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]356OC(=O)CCc7c(C)c8n9c7=CC7=[N+]%10C(=Cc%11c(C)c(C=C)c%12n%11[Fe-2]9%10(OC(=O)CCC9=C(C)C(=C4)[N+]3=C9C=c3c(CCC(=O)[O-])c(C)c(n35)=CC1=[N+]26)[N+]1=C(C=8)C(C=C)=C(C)C1=C%12)C(C)=C7CCC(=O)[O-]>>C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-]35n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25	MNXM736170>>MNXM737849	4.99.1.8
MNXR186071	[*][C@H]([NH3+])C(=O)[O-].[*]C(=O)[C@H]([*])N>>[*]C(=O)[C@H]([*])NC(=O)[C@H]([*])[NH3+].[H]O[H]	MNXM1075.MNXM729030>>MNXM1091386.WATER	3.4.11.13|3.4.11.22
MNXR193964	CCCCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@H](O)CCCCCCCCC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CCCCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCC)O[C@H](OP(=O)([O-])[O-])[C@@H]1NC(=O)C[C@H](O)CCCCCCCCC.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	MNXM1132952.MNXM3>>MNXM1132953.MNXM1.MNXM40333	2.7.1.130
MNXR110842	O=C([O-])C(=O)CC[NH2+][C@@H](CC[NH+]1CC[C@H]1C(=O)[O-])C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])[C@@H](O)CC[NH2+][C@@H](CC[NH+]1CC[C@H]1C(=O)[O-])C(=O)[O-]	MNXM1631.MNXM1.MNXM738702>>MNXM5.MNXM727132	1.1.1.285
MNXR163614	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC([*])=O	MNXM1096711.MNXM727276>>MNXM520354.MNXM729259	2.3.1.265
MNXR176244	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](O)[C@H]1O.[*][NH2+]C(CS)C(=O)NC([*])C(=O)NC([*])C(=O)NC(CS)C([*])=O>>O=S([O-])[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*][NH2+]C1CSSCC(C([*])=O)NC(=O)C([*])NC(=O)C([*])NC1=O	MNXM1103086.MNXM741336>>MNXM726339.MNXM728294.MNXM729080	1.8.4.10
MNXR120610	CC(=O)OC[C@]12[C@H](O)C(=O)C(C)=C[C@H]1O[C@@H]1[C@H](OC(C)=O)C[C@@]2(C)C12CO2.[H]O[H]>>CC(=O)O[C@@H]1C[C@@]2(C)C3(CO3)[C@@H]1O[C@@H]1C=C(C)C(=O)[C@@H](O)[C@@]12CO.[H+].CC(=O)[O-]	MNXM163176.WATER>>MNXM164210.MNXM1.MNXM26	3.1.1
MNXR147819	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[*]NC(=O)[C@H](Cc1cncn1P(=O)(O)O)NC([*])=O>>[*]NC(=O)[C@H](Cc1c[nH]cn1)NC([*])=O.O=P([O-])([O-])OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	MNXM1106022.MNXM90093>>MNXM3704.MNXM448	2.7.1.201|2.7.1.69
MNXR144947	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-].[H+]>>O=CC(O)COP(=O)(O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])O	MNXM10.MNXM1108073.MNXM1>>MNXM739945.MNXM8.MNXM9	1.2.1.12|1.2.1.59
MNXR120374	O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2cc3c([O-])cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1	MNXM168841.MNXM1.MNXM727276>>MNXM24447.MNXM443	2.3.1
